Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Included / International,Price / International,Compare At Price / International,Status
18ct-yellow-gold-and-blue-sapphire-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25887e.jpg?v=1663391072,8,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-yellow-gold-chain-and-cross,22CT YELLOW GOLD CHAIN AND CROSS,"<p data-mce-fragment=""1""><br></p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED 22CT CHAIN AND 21CT CROSS</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">5 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL DIMEMSIONS OF PENDANT  </p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">LENGTH 25MM X WIDTH 15MM</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CHAIN LENGTH</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">39CM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Exceptional value at : $795.00 </p>
<p data-mce-fragment=""1"">Item number 26063-3</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However, one can be arranged for an additional price. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Necklaces,Necklaces,"22ct gold, indian gold, indian jewellery, Indian necklace",TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,795,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26063-3_c.jpg?v=1663390578,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
22ct-yellow-gold-chain-and-cross,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26063-3.jpg?v=1663390579,2,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-yellow-gold-chain-and-cross,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26063-3_b.jpg?v=1663390579,3,,,,,,,,,,,,,,,,,,,,,,,,,,
18ct-white-and-yellow-gold-cross,18CT WHITE AND YELLOW GOLD CROSS,"<p data-mce-fragment=""1""><br></p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">5.5 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL DIMEMSIONS OF PENDANT  </p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">LENGTH 34MM X WIDTH 17MM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1"">Exceptional value at : $495.00 </p>
<p data-mce-fragment=""1"">Item number 26096</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However, one can be arranged for an additional price. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Charms & Pendants,Charms & Pendants,"18ct, 18ct gold, cross, solid 18ct gold",TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,495,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26096_b.jpg?v=1663390191,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
18ct-white-and-yellow-gold-cross,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26096_c.jpg?v=1663390191,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18ct-white-and-yellow-gold-cross,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26096_d.jpg?v=1663390191,3,,,,,,,,,,,,,,,,,,,,,,,,,,
18ct-white-and-yellow-gold-cross,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26096.jpg?v=1663390191,4,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-gold-indian-dress-ring-with-diamonds-and-blue-stones,22CT GOLD INDIAN DRESS RING WITH DIAMONDS AND BLUE STONES,"<p data-mce-fragment=""1""><br></p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">22CT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">3 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Excellent</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">RING SIZE</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">K SEE IMAGES</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1"">Exceptional value at : $995.00</p>
<p data-mce-fragment=""1"">Item number 25999-1</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days. The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Rings,Rings,"22ct gold, indian gold, indian jewellery, indian ring",TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,995,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25999-1.jpg?v=1663389578,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
22ct-gold-indian-dress-ring-with-diamonds-and-blue-stones,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25999-1_b.jpg?v=1663389578,2,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-gold-indian-dress-ring-with-diamonds-and-blue-stones,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25999-1_c.jpg?v=1663389578,3,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-gold-indian-dress-ring-with-diamonds-and-blue-stones,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25999-1_d.jpg?v=1663389578,4,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-gold-indian-dress-ring-with-diamonds-and-blue-stones,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25999-1_e.jpg?v=1663389578,5,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-gold-indian-dress-ring-with-diamonds-and-blue-stones,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25999-1_f.jpg?v=1663389578,6,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-gold-indian-dress-ring-with-diamonds-and-blue-stones,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25999-1_g.jpg?v=1663389578,7,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-opal-pendant,9CT GOLD OPAL PENDANT,"<p data-mce-fragment=""1""><br></p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">9CT XRF TESTED</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">2.5 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL DIMEMSIONS OF PENDANT  </p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">LENGTH 40MM X WIDTH 7MM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1"">Antique designed Opal pendant</p>
<p data-mce-fragment=""1"">Exceptional value at : $295.00 </p>
<p data-mce-fragment=""1"">Item number 260000-80</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However, one can be arranged for an additional price. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Charms & Pendants,Charms & Pendants,"antique, Antique jewellery, opal, pendant, vintage jewellery",TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,295,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2600-80_b.jpg?v=1663389038,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
9ct-gold-opal-pendant,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2600-80_c.jpg?v=1663389038,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-opal-pendant,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2600-80_d.jpg?v=1663389038,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-opal-pendant,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2600-80_e.jpg?v=1663389039,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-opal-pendant,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2600-80.jpg?v=1663389039,5,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-indian-gold-dress-ring,22ct INDIAN GOLD DRESS RING,"<p data-mce-fragment=""1""><br></p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">22CT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">3 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Excellent</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">RING SIZE</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">M SEE IMAGES</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> Exceptional value at : $495.00</p>
<p data-mce-fragment=""1"">Item number 26048</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days. The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Rings,Rings,"22ct gold, indian gold, indian jewellery, indian ring",TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,495,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26043.jpg?v=1663388339,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
22ct-indian-gold-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26043_b.jpg?v=1663388339,2,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-indian-gold-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26043_c.jpg?v=1663388339,3,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-indian-gold-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26043_d.jpg?v=1663388339,4,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-indian-gold-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26043_e.jpg?v=1663388339,5,,,,,,,,,,,,,,,,,,,,,,,,,,
22ct-indian-gold-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26043_f.jpg?v=1663388339,6,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-diamond-and-sapphire-heart-pendant-and-chain,9ct gold diamond and sapphire heart pendant and chain.,"<p data-mce-fragment=""1""><br></p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">4.3 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL DIMEMSIONS OF PENDANT  </p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">LENGTH 2MM X WIDTH 13MM</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CHAIN LENGTH  </p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">58CM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1"">Exceptional value at : $265.00 </p>
<p data-mce-fragment=""1"">Item number 26015</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However, one can be arranged for an additional price. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Charms & Pendants,Charms & Pendants,"Sapphire, Under $500",TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,265,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015_b80f1349-10b8-4d30-b3ed-085aea92b42c.jpg?v=1663215008,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
9ct-gold-diamond-and-sapphire-heart-pendant-and-chain,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015.b.jpg?v=1663215008,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-diamond-and-sapphire-heart-pendant-and-chain,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015.c.jpg?v=1663215008,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-diamond-and-sapphire-heart-pendant-and-chain,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015.d.jpg?v=1663215008,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-diamond-and-sapphire-heart-pendant-and-chain,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015.e.jpg?v=1663215008,5,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-ounce-american-gold-eagles-2,1/4 OUNCE AMERICAN GOLD EAGLES,"<p data-mce-fragment=""1"">$10 AMERICAN EAGLE COIN</p>
<p data-mce-fragment=""1"">DIAMETER: 22MM</p>
<p data-mce-fragment=""1"">WIGHT: 8.5 GRAMS</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">22ct gold. XRF tested</li>
</ul>
<p data-mce-fragment=""1"">The 1994 quarter ounce coin has text that reads: 1994 – Liberty – United States of America – E Pluribus Unum – In God We Trust – 1/4 OZ. Fine Gold ~ 10 Dollars – MB JW. The front or obverse of the coin pictures a woman (Lady Liberty) holding a branch and torch. The back or reverse of the coin has a flying eagle.</p>
<p data-mce-fragment=""1"">Price: $715.00 </p>
<p data-mce-fragment=""1"">Item number: N5000-26</p>",Once Loved Treasures,,,"Bullion, Gold coins",TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,715,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7219.jpg?v=1663042076,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
1-4-ounce-american-gold-eagles-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7215.jpg?v=1663042076,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-ounce-american-gold-eagles-1,1/4 OUNCE AMERICAN GOLD EAGLES,"<p data-mce-fragment=""1"">$10 AMERICAN EAGLE COIN</p>
<p data-mce-fragment=""1"">DIAMETER: 22MM</p>
<p data-mce-fragment=""1"">WIGHT: 8.5 GRAMS</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">22ct gold. XRF tested</li>
</ul>
<p data-mce-fragment=""1"">The 1999 quarter ounce coin has text that reads: 1999 – Liberty – United States of America – E Pluribus Unum – In God We Trust – 1/4 OZ. Fine Gold ~ 10 Dollars – MB JW. The front or obverse of the coin pictures Lady Liberty holding a torch. The back or reverse of the coin has a flying eagle.</p>
<p data-mce-fragment=""1"">Price: $715.00 </p>
<p data-mce-fragment=""1"">Item number: N5000-25</p>",Once Loved Treasures,,,"Bullion, Gold coins",TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,715,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7216.jpg?v=1663041800,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
1-4-ounce-american-gold-eagles-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7220.jpg?v=1663041801,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-ounce-american-gold-eagles,1/4 Ounce American Gold Eagles,"<p data-mce-fragment=""1"">$10 AMERICAN EAGLE COIN</p>
<p data-mce-fragment=""1"">DIAMETER: 22MM</p>
<p data-mce-fragment=""1"">WIGHT: 8.5 GRAMS</p>
<p data-mce-fragment=""1"">The 1998 quarter ounce coin has text that says: 1998 – Liberty – United States of America – E Pluribus Unum – In God We Trust – 1/4 OZ. Fine Gold ~ 10 Dollars – MB JW. The back or reverse of the coin pictures a flying eagle. The front or obverse of the coin has a female (Lady Liberty) holding a torch and branch.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">22ct gold. XRF tested</li>
</ul>
<p data-mce-fragment=""1"">Price: $715.00 </p>
<p data-mce-fragment=""1"">Item number: N5000-24</p>",Once Loved Treasures,,Collectables,"Bullion, Gold coins",TRUE,Title,Default Title,,,,,N5000-24,8.5,shopify,0,deny,manual,715,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7217.jpg?v=1663041466,1,,FALSE,,$10 AMERICAN EAGLE COIN DIAMETER: 22MM WIGHT: 8.5 GRAMS The 1998 quarter ounce coin has text that says: 1998 – Liberty – United States of America – E Pluribus Unum – In God We Trust – 1/4 OZ. Fine Gold ~ 10 Dollars – MB JW. The back or reverse of the coin pictures a flying eagle. The front or obverse of the coin has a female (Lady Liberty) holding a torch and branch. 22ct gold. XRF tested Price: $715.00,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
1-4-ounce-american-gold-eagles,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7218.jpg?v=1663041467,2,,,,,,,,,,,,,,,,,,,,,,,,,,
credit-suisse-gold-5-gram-gold-minted-bar,CREDIT SUISSE GOLD 5 GRAM GOLD MINTED BAR,"<p data-mce-fragment=""1""><br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">999.9% pure gold. XRF tested</li>
</ul>
<p data-mce-fragment=""1"">Price: $400.00 </p>
<p data-mce-fragment=""1"">Item number: N5000-23</p>",Once Loved Treasures,,,"BULI, Gold coins",TRUE,Title,Default Title,,,,,,0,shopify,-1,deny,manual,400,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7194.jpg?v=1663040711,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
credit-suisse-gold-5-gram-gold-minted-bar,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7193.jpg?v=1663040711,2,,,,,,,,,,,,,,,,,,,,,,,,,,
scottsdale-gold-5-gram-gold-minted-bar,SCOTTSDALE GOLD 5 GRAM GOLD MINTED BAR,"<p data-mce-fragment=""1""><br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">999.9% pure gold. XRF tested</li>
</ul>
<p data-mce-fragment=""1"">Price: $400.00 </p>
<p data-mce-fragment=""1"">Item number: N5000-22</p>",Once Loved Treasures,,,"Bullion, Gold coins",TRUE,Title,Default Title,,,,,,0,shopify,-1,deny,manual,400,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7196.jpg?v=1663040511,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
scottsdale-gold-5-gram-gold-minted-bar,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7195.jpg?v=1663040511,2,,,,,,,,,,,,,,,,,,,,,,,,,,
korea-gold-exchange-11-25-gram-gold-minted-bar,KOREA GOLD EXCHANGE 11.25 GRAM GOLD MINTED BAR,"<p data-mce-fragment=""1"">KOREA GOLD EXCHANGE 11.25 GRAM GOLD MINTED BAR</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">999.9% pure gold. XRF tested</li>
</ul>
<p data-mce-fragment=""1"">Price: $911.00 </p>
<p data-mce-fragment=""1"">Item number: N5000-20</p>",Once Loved Treasures,,,"Bullion, Gold coins",TRUE,Title,Default Title,,,,,,0,shopify,-1,deny,manual,911,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7191.jpg?v=1663040044,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
korea-gold-exchange-11-25-gram-gold-minted-bar,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/IMG_7192.jpg?v=1663040044,2,,,,,,,,,,,,,,,,,,,,,,,,,,
